# Time 		 LdAvg 		 NumCpusUsed 	 TotalCpus 	 UsrSysProcessCnt/CPU 	 CpuUsrSysUtil%
15:09:55	4.23	13.27	93.92	4	96	0	0
15:10:07	4.57	12.89	92.51	3	96	36	3
15:10:19	4.48	12.6	91.56	15	96	3	3
