# Time 		 LdAvg 		 NumCpusUsed 	 TotalCpus 	 UsrSysProcessCnt/CPU 	 CpuUsrSysUtil%
13:24:37	4.99	7.31	5.9	3	96	0	3
13:24:46	5.8	7.4	5.94	3	96	49	4
13:24:51	6.53	7.53	5.99	3	96	1	13
13:24:56	7.21	7.65	6.04	12	96	3	11
13:25:01	7.83	7.78	6.09	12	96	7	12
13:25:06	8.41	7.9	6.14	3	96	33	12
13:25:08	8.41	7.9	6.14	4	96	27	12
