# Time 		 LdAvg 		 NumCpusUsed 	 TotalCpus 	 UsrSysProcessCnt/CPU 	 CpuUsrSysUtil%
12:32:26	4.92	4.97	5.03	4	96	0	0
12:32:35	4.61	4.9	5.01	3	96	49	3
12:32:45	4.37	4.84	4.99	13	96	3	2
