# Time 		 LdAvg 		 NumCpusUsed 	 TotalCpus 	 UsrSysProcessCnt/CPU 	 CpuUsrSysUtil%
11:37:41	10.02	6.4	3.9	4	96	0	3
11:37:56	10.53	6.69	4.04	3	96	46	4
11:38:16	10.81	7	4.2	13	96	2	4
