# Time 		 LdAvg 		 NumCpusUsed 	 TotalCpus 	 UsrSysProcessCnt/CPU 	 CpuUsrSysUtil%
14:43:13	8.59	4.65	3.37	4	96	0	3
14:43:18	9.35	4.87	3.45	4	96	39	16
14:43:28	10.06	5.17	3.56	3	96	35	15
14:43:38	10.68	5.47	3.67	3	96	0	12
14:43:46	10.7	5.56	3.71	12	96	7	10
