# Time 		 LdAvg 		 NumCpusUsed 	 TotalCpus 	 UsrSysProcessCnt/CPU 	 CpuUsrSysUtil%
15:22:42	18.55	16.58	49.17	4	96	0	0
15:23:12	18.29	16.74	48.19	13	96	6	2
