# Time 		 LdAvg 		 NumCpusUsed 	 TotalCpus 	 UsrSysProcessCnt/CPU 	 CpuUsrSysUtil%
12:37:51	7.56	7.37	6.08	4	96	0	0
12:38:00	8.01	7.47	6.13	4	96	32	5
12:38:09	8.09	7.5	6.14	12	96	3	5
