# Time 		 LdAvg 		 NumCpusUsed 	 TotalCpus 	 UsrSysProcessCnt/CPU 	 CpuUsrSysUtil%
13:06:59	1.22	0.8	0.81	4	96	0	4
13:07:11	1.4	0.86	0.83	3	96	40	2
13:07:19	1.45	0.88	0.84	13	96	4	2
