# Time 		 LdAvg 		 NumCpusUsed 	 TotalCpus 	 UsrSysProcessCnt/CPU 	 CpuUsrSysUtil%
12:43:16	10.39	28.07	16.59	4	96	0	3
12:43:21	9.8	27.66	16.52	5	96	31	3
12:43:31	8.82	26.86	16.38	6	96	10	4
12:43:36	8.36	26.46	16.31	12	96	7	3
12:43:40	8.36	26.46	16.31	12	96	8	3
