# Time 		 VMem (kB)  PhyMem (kB)  TotalMem (kB)  FreeMem (kB)  SwapTotal (kB)  SwapFree (kB)
12:29:33	1737616	277548	1056184520	268242508	134217724	134216176
12:29:50	4343332	1246024	1056184520	266553964	134217724	134216176
