# Time 		 LdAvg 		 NumCpusUsed 	 TotalCpus 	 UsrSysProcessCnt/CPU 	 CpuUsrSysUtil%
12:40:22	88.91	44.64	18.47	4	96	0	3
12:40:26	82.75	44.1	18.44	4	96	38	12
12:40:31	77.08	43.56	18.4	3	96	44	13
12:40:36	72.03	43.07	18.38	3	96	2	13
12:40:41	67.3	42.57	18.35	12	96	6	12
12:40:46	62.87	42.06	18.32	12	96	8	12
12:40:47	62.87	42.06	18.32	11	96	
