# Time 		 LdAvg 		 NumCpusUsed 	 TotalCpus 	 UsrSysProcessCnt/CPU 	 CpuUsrSysUtil%
16:25:42	3.06	3.85	3.68	4	96	0	3
16:25:53	3.35	3.88	3.69	3	96	36	4
16:26:00	3.32	3.86	3.69	12	96	5	3
