# Time 		 LdAvg 		 NumCpusUsed 	 TotalCpus 	 UsrSysProcessCnt/CPU 	 CpuUsrSysUtil%
16:22:49	8.27	4.66	3.86	4	96	0	3
16:22:58	7.77	4.68	3.87	4	96	34	5
16:23:07	7.47	4.66	3.87	13	96	3	4
