# Time 		 LdAvg 		 NumCpusUsed 	 TotalCpus 	 UsrSysProcessCnt/CPU 	 CpuUsrSysUtil%
12:20:47	1.42	0.95	1.05	4	96	0	4
12:21:01	1.72	1.03	1.08	3	96	33	2
12:21:08	1.74	1.05	1.08	14	96	4	2
