# Time 		 LdAvg 		 NumCpusUsed 	 TotalCpus 	 UsrSysProcessCnt/CPU 	 CpuUsrSysUtil%
16:47:51	0.5	0.66	1.45	4	96	0	3
16:47:53	0.54	0.66	1.45	4	96	44	1
16:47:58	0.57	0.67	1.45	3	96	45	1
16:48:03	0.61	0.67	1.45	2	96	14	2
16:48:10	0.64	0.68	1.44	13	96	6	1
