# Time 		 LdAvg 		 NumCpusUsed 	 TotalCpus 	 UsrSysProcessCnt/CPU 	 CpuUsrSysUtil%
13:38:45	3.03	7.16	8.08	4	96	0	3
13:38:51	3.99	7.23	8.09	8	96	18	4
13:39:01	3.76	7.07	8.03	4	96	10	2
13:39:11	3.49	6.9	7.96	11	96	8	4
13:39:17	3.37	6.82	7.93	4	96	26	3
