# Time 		 LdAvg 		 NumCpusUsed 	 TotalCpus 	 UsrSysProcessCnt/CPU 	 CpuUsrSysUtil%
12:26:10	4.36	3.77	4.78	4	96	0	0
12:26:20	4.69	3.86	4.8	3	96	40	6
12:26:28	4.8	3.9	4.8	12	96	3	6
