# Time 		 LdAvg 		 NumCpusUsed 	 TotalCpus 	 UsrSysProcessCnt/CPU 	 CpuUsrSysUtil%
12:25:11	2.05	2.77	2.82	3	96	0	3
12:25:25	2.28	2.78	2.82	3	96	31	6
12:25:30	3.14	2.95	2.87	12	96	7	6
12:25:34	3.14	2.95	2.87	12	96	8	13
